date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:54	364057/364057	---M--	200	added ('OK')	image/jpeg	etag:%222a28b08f76a2f81689ca50baf9081adb%22	https://escuelaing.s3.amazonaws.com/production/original_images/_DSC6969.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=tjQ9fkFXeqUlhjyp1%2FBl%2BncoJlQ%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/original_images/_DSC69699171.jpg	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:54	7536/7536	---M--	200	added ('OK')	image/png	etag:%22820a88ad30fbe4d264dd38ca607934d3%22	https://escuelaing.s3.amazonaws.com/production/images/Group_11.original.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=YA0qwrlmqdGqQ5qmgW7TEKYjsHw%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Group_11.originala0f2.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:55	4111/4111	---M--	200	added ('OK')	image/png	etag:%225138f649b6a9f76b1f865ee72c3a6bb7%22	https://escuelaing.s3.amazonaws.com/production/images/ico_health_bn.original_qEjoV32.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=i1oahUSdgQbnkmoQ7g7MeNESBoA%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/ico_health_bn.original_qEjoV320eb2.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:55	18392/18392	---M--	200	added ('OK')	image/png	etag:%22defa0d8e6f83db438c34f713a298958b%22	https://escuelaing.s3.amazonaws.com/production/images/Group_43.original.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=ITFVJDatkRDtLEcWwSoirOwa8ko%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Group_43.originalfe54.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:56	173887/173887	---M--	200	added ('OK')	image/jpeg	etag:%22f19abdb0bb98d68a4e5ad4bfef6c8a84%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC4505.min-700x600.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=wpVSPDvCY5gzj9oe9m1YL8YF07s%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC4505.min-700x600220d.jpg	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Sep%202025%2020:09:56%20GMT	https://www.escuelaing.edu.co/es/redirecciones/innpulsa/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/redirecciones/innpulsa/index.html	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:56	9464/9464	---M--	200	added ('OK')	image/jpeg	etag:%220f605834ae8520f12cadb49f593b9d95%22	https://escuelaing.s3.amazonaws.com/production/images/innpulsa-logo.original.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=lA477uuiVdhqhNL0BWwe7BTsi4A%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/innpulsa-logo.original5470.jpg	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Sep%202025%2020:09:56%20GMT	https://www.escuelaing.edu.co/es/redirecciones/universidad-nacional/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/redirecciones/universidad-nacional/index.html	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:57	57941/57941	---M--	200	added ('OK')	image/png	etag:%22ca37a3e3578eb68d9f05d4619bfd7b83%22	https://escuelaing.s3.amazonaws.com/production/images/universidad-nacional.original_3N1ayTV.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=Hs6FxZeEwHmdXVRDBdxAtuK7OIE%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/universidad-nacional.original_3N1ayTV1cf8.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Sep%202025%2020:09:57%20GMT	https://www.escuelaing.edu.co/es/redirecciones/minciencias/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/redirecciones/minciencias/index.html	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:58	20777/20777	---M--	200	added ('OK')	image/png	etag:%226c728171e07fdee80300e11dd514ad8f%22	https://escuelaing.s3.amazonaws.com/production/images/logo-gobierno-minciencias-top_kFUNQXF.original.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=jMaF2xGyYU8QxZfw7J0bU3yBGg4%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/logo-gobierno-minciencias-top_kFUNQXF.originalfca9.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Sep%202025%2020:09:57%20GMT	https://www.escuelaing.edu.co/es/redirecciones/financiar-redireccion/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/redirecciones/financiar-redireccion/index.html	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:58	18002/18002	---M--	200	added ('OK')	image/png	etag:%222ba3706c5925ac841383fefb502761da%22	https://escuelaing.s3.amazonaws.com/production/images/logo_financiar.original_em6d8DX.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=Qm%2FV13jryCsT0ZUowqlzxew0D%2F0%3D&Expires=1760817918	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/logo_financiar.original_em6d8DXc8e9.png	(from https://www.escuelaing.edu.co/es/empresa/)
15:09:59	8502/8502	---M--	200	added ('OK')	image/png	etag:%22052e84b33812e377dc44d68019187417%22	https://escuelaing.s3.amazonaws.com/production/images/Logotipo-ESCUELA-sin-VM.width-380_R7iE0XU.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=i%2B2L40G2rCzkmLlJ79IAXMl38zs%3D&Expires=1760817919	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Logotipo-ESCUELA-sin-VM.width-380_R7iE0XU79df.png	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:00	396399/396399	---M--	200	added ('OK')	image/jpeg	etag:%225bd10b33c7a4fcd00eb595c002ea1f50%22	https://escuelaing.s3.amazonaws.com/production/images/RAW_5638.min-1440x700.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=eHzAUp6LrXTM82R1Xj%2BudAEL1YU%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/RAW_5638.min-1440x700c09d.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:00	61520/61520	---M--	200	added ('OK')	image/jpeg	etag:%22339bd0a861e7fb0ede2776dd4d7653b0%22	https://escuelaing.s3.amazonaws.com/production/images/4E6A7395.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=uVwXb9gcpkkq6BLSWoDVE%2FVjcKQ%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/4E6A7395.width-7606a6b.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:00	37753/37753	---M--	200	added ('OK')	image/jpeg	etag:%22ab9cca574962a36893371383dc5957e4%22	https://escuelaing.s3.amazonaws.com/production/images/4E6A6090.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=Ec6fQ1ClhfYSxkyZiFbxIo2aM8c%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/4E6A6090.width-760e1e3.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:01	351688/351688	---M--	200	added ('OK')	image/png	etag:%22367322e2d93663fc85ca7eb1503a904f%22	https://escuelaing.s3.amazonaws.com/production/images/Banner_posgrado_inscripciones_abiertas_portal-.width-760_CJGF5pQ.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=20dWPM9%2BK1jp9WI24D%2B8w8qONoU%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Banner_posgrado_inscripciones_abiertas_portal-.width-760_CJGF5pQa15d.png	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:01	70100/70100	---M--	200	added ('OK')	image/jpeg	etag:%220bd8eb042254d2f62ece8b4c4c873a8e%22	https://escuelaing.s3.amazonaws.com/production/images/PRIMERA_SENA.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=hvDyAApm%2FpgsXxl%2BsYn%2FX%2BFKfzM%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/PRIMERA_SENA.width-76012a6.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:02	45348/45348	---M--	200	added ('OK')	image/jpeg	etag:%22e4f80465973d19f36ca0523bd89a2986%22	https://escuelaing.s3.amazonaws.com/production/images/Sin-titulo-1_1.width-760_lfpc0fY.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=V5eq%2FBQiIhjtwEVjBUcMUFf9GMY%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Sin-titulo-1_1.width-760_lfpc0fY4942.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:02	45475/45475	---M--	200	added ('OK')	image/jpeg	etag:%2267e9546a40e51293368883f41f36615a%22	https://escuelaing.s3.amazonaws.com/production/images/drenaje2.width-760_JSC4avs.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=apbp52poh9LiblXJ48buUd7aDMY%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/drenaje2.width-760_JSC4avs1c29.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:03	51543/51543	---M--	200	added ('OK')	image/jpeg	etag:%22085e3594e71867e554f5aa4b211d5cbd%22	https://escuelaing.s3.amazonaws.com/production/images/4E6A2973_1_3t1z6nh.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=2Q84OkaRiSro%2BIMow6HVQHbFZUs%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/4E6A2973_1_3t1z6nh.width-760164f.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:04	78567/78567	---M--	200	added ('OK')	image/jpeg	etag:%22106ebf0fff4e29cbdb736f32a7928c24%22	https://escuelaing.s3.amazonaws.com/production/images/4E6A2636.width-760_V5naCVK.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=%2BgTBdYkHytB0yoom%2FegmA0brzQ0%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/4E6A2636.width-760_V5naCVK7e44.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:04	75124/75124	---M--	200	added ('OK')	image/jpeg	etag:%22d0e510d557c89c0a6de04dc2fa9260dd%22	https://escuelaing.s3.amazonaws.com/production/images/descarga_Q6BSlRk.width-760_HjdPQCt.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=eM5DBaSShBjDIodQ2bsaxEuDOW4%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/descarga_Q6BSlRk.width-760_HjdPQCt71d6.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:05	67062/67062	---M--	200	added ('OK')	image/jpeg	etag:%227d51e4889c7ea88d2f246071547e4c39%22	https://escuelaing.s3.amazonaws.com/production/images/IMG_2139.width-760_qPL7ebn.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=ojdmJoL7YOJ%2B3q8XK2Mb02YjQBY%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/IMG_2139.width-760_qPL7ebn9d03.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:05	132072/132072	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:04%20GMT	https://www.escuelaing.edu.co/es/noticias/bienvenidos-a-la-casa-del-conocimiento-la-ciencia-y-la-transformacion-humana/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/noticias/bienvenidos-a-la-casa-del-conocimiento-la-ciencia-y-la-transformacion-humana/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:05	118348/118348	---M--	200	added ('OK')	image/jpeg	etag:%22f7ab6fee86c2877d222b3d9dc1576e95%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC4112.width-760_zFdAc3e.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=AtWq8KY48XkctWDMN0fcAwtsrDc%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC4112.width-760_zFdAc3e9487.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:06	129872/129872	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:05%20GMT	https://www.escuelaing.edu.co/es/noticias/mujeres-en-la-ingenieria-mirar-al-cielo-y-construir-futuro/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/noticias/mujeres-en-la-ingenieria-mirar-al-cielo-y-construir-futuro/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:06	64063/64063	---M--	200	added ('OK')	image/jpeg	etag:%223e844156adc05d0f2b53f1140479e9bd%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC6409.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=WUfBA5flR7fVF6Y%2BtUT9NTH%2FKA0%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC6409.width-760889e.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:06	105712/105712	---M--	200	added ('OK')	image/jpeg	etag:%22f5297f25d4ac2fba37e062ea310ce038%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC4085_CCgQYE1.width-760_hCLBBij.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=S5A17uKpf%2B2lf%2FDX8RWBkJ7HDX8%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC4085_CCgQYE1.width-760_hCLBBijbff9.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:08	128218/128218	---M--	200	added ('OK')	image/jpeg	etag:%22466ead98b30d517026efc0552975d744%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC8173.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=zWksACfI6Z9q2HWGe9ITd%2BL8CBs%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC8173.width-7609050.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:08	171827/171827	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:06%20GMT	https://www.escuelaing.edu.co/es/investigacion-e-innovacion/centros-de-estudios-de-la-escuela-colombiana-de-ingenieria-julio-garavito/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/investigacion-e-innovacion/centros-de-estudios-de-la-escuela-colombiana-de-ingenieria-julio-garavito/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:08	161168/161168	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:07%20GMT	https://www.escuelaing.edu.co/es/investigacion-e-innovacion/grupos-de-investigacion-de-la-escuela-colombiana-de-ingenieria-julio-garavito/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/investigacion-e-innovacion/grupos-de-investigacion-de-la-escuela-colombiana-de-ingenieria-julio-garavito/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:09	189461/189461	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:08%20GMT	https://www.escuelaing.edu.co/es/investigacion-e-innovacion/introduccion-a-semilleros-de-investigacion-de-la-escuela-colombiana-de-ingenieria-julio-garavito/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/investigacion-e-innovacion/introduccion-a-semilleros-de-investigacion-de-la-escuela-colombiana-de-ingenieria-julio-garavito/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:09	103356/103356	---M--	200	added ('OK')	image/jpeg	etag:%222f3a1effc407255fc265406ec6f05255%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC6775.width-760_xdidtNF.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=jNSb%2B%2B3nynYEVkRZq2GM%2F24q6ac%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC6775.width-760_xdidtNF3aca.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:10	114486/114486	---M--	200	added ('OK')	image/jpeg	etag:%22721591b721f90d2314a2a2a4bd3bf0b8%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC6348.width-760_SzyHrCl.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=BWmXY2lSGYsbKd52qRrK1ZMRV%2Bc%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC6348.width-760_SzyHrCl78fd.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:10	108607/108607	---M--	200	added ('OK')	image/jpeg	etag:%224b1770eaa1a318021f07356f5b2413d9%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC6314.width-760_HHnVCU1.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=ydZEywUrG5tB4wup%2BJjHSCmLl3U%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC6314.width-760_HHnVCU18524.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:10	119362/119362	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:10%20GMT	https://www.escuelaing.edu.co/es/admisiones/becas-para-posgrados/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/admisiones/becas-para-posgrados/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:11	57380/57380	---M--	200	added ('OK')	image/jpeg	etag:%22d468469df8f1a5e3178519172ae8cef6%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC6448_Hmg7vr9.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=3QJO1ozOU3dpDxE8MWi6sz7xhzQ%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC6448_Hmg7vr9.width-760b5ea.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:11	99713/99713	---M--	200	added ('OK')	image/jpeg	etag:%228d78d547212b17fc8b9ef8785527ea8f%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC9739.width-760_UpR8O5G.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=84R274mJ3BXZBgPj%2FNrkO5XNK2U%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC9739.width-760_UpR8O5Gb758.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:12	145108/145108	---M--	200	added ('OK')	image/jpeg	etag:%227958bd0b81ff2d35b93bd9d23910157c%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC4607.width-760_LbhRz9j.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=pWxbhLmlotZqJ3aKIpxdKNwvWJo%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC4607.width-760_LbhRz9j9bea.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:12	94880/94880	---M--	200	added ('OK')	image/jpeg	etag:%22cda71aa59d50a45c2be1e54e3303c8c3%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC2392.width-760_TRbjB11.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=xT5ukhlVBYRz%2FXDzvWwWD7%2FFe9c%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC2392.width-760_TRbjB1126f8.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:13	177816/177816	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:12%20GMT	https://www.escuelaing.edu.co/es/campus/proyectos-y-construcciones-de-la-escuela/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/campus/proyectos-y-construcciones-de-la-escuela/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:13	86222/86222	---M--	200	added ('OK')	image/jpeg	etag:%22bec23bd04b60011aa3cb79957f012127%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC9690.width-760_1SUZkV2.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=ZDONp8MOqwRrbg3uUYBoiVSh92k%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC9690.width-760_1SUZkV2d72a.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:14	178590/178590	---M--	200	added ('OK')	image/jpeg	etag:%22e9d662e7953d48166187464c49a063c1%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC8351.min-700x600_6a4WIcD.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=KUHCraCncFk34FIet96xzw4AnDw%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC8351.min-700x600_6a4WIcD6247.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:14	118417/118417	---M--	200	added ('OK')	image/jpeg	etag:%22278b702159127add72249bc65c0e4276%22	https://escuelaing.s3.amazonaws.com/production/images/_DSC9780_0N51fmb.min-700x600_KOAGpnK.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=71jrkFs%2BQao7sV1fF7hWi8VQZqQ%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/_DSC9780_0N51fmb.min-700x600_KOAGpnK2b10.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:14	90720/90720	---M--	200	added ('OK')	image/jpeg	etag:%22e954c89cc0e55c39b69d2e8cc3aee9d3%22	https://escuelaing.s3.amazonaws.com/production/images/Piezas_congreso_sismico_banner_tbOivlS.width-760_ZM9IvA6.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=A3gw%2FZ60vApdckOILPZPxg7qu%2B4%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Piezas_congreso_sismico_banner_tbOivlS.width-760_ZM9IvA6eb51.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:15	30112/30112	---M--	200	added ('OK')	image/jpeg	etag:%2286bacbaa96cba65eb6dafa458c352953%22	https://escuelaing.s3.amazonaws.com/production/images/ECICIENCIA_BANNER_PORTAL.width-760_Uwhs9Ow.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=4rghhiAOtgZQz4cG9FnRaAhYBbg%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/ECICIENCIA_BANNER_PORTAL.width-760_Uwhs9Ow42c3.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:15	110879/110879	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:10:14%20GMT	https://www.escuelaing.edu.co/es/donantes/donantes-y-donaciones-para-la-escuela-julio-garavito/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/donantes/donantes-y-donaciones-para-la-escuela-julio-garavito/index.html	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:15	43445/43445	---M--	200	added ('OK')	image/jpeg	etag:%2252ff8f4af7f3bca621642cc06a598559%22	https://escuelaing.s3.amazonaws.com/production/images/banner-adoquines.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=0G1zx8TU4PrlD0IzVOEQNTpK46w%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/banner-adoquines.width-7606c77.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:16	20060/20060	---M--	200	added ('OK')	image/jpeg	etag:%22b06eea6cee610350ecc85668beccab2c%22	https://escuelaing.s3.amazonaws.com/production/images/header_entre_sillas_portal_tMkZhtx.width-760_nKovwrx.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=VV3owSO%2F%2Bq20R2IhWHbda2Xw9jk%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/header_entre_sillas_portal_tMkZhtx.width-760_nKovwrx816f.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:17	20633/20633	---M--	200	added ('OK')	image/jpeg	etag:%22d5e5c5f2cd4ff50d90194430eda31fe8%22	https://escuelaing.s3.amazonaws.com/production/images/banner-webinar-ingenieros-civiles.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=lFBvy5GzrcJYYk4jVkXM8FW5tkg%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/banner-webinar-ingenieros-civiles.width-7606f7b.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:17	375086/375086	---M--	200	added ('OK')	image/jpeg	etag:%2245245f2b7d2d335b40a86e130704a00d%22	https://escuelaing.s3.amazonaws.com/production/original_images/_DSC5346.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=hPc7r4otp6MUbmpRydtMZrMMFPc%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/original_images/_DSC534670fc.jpg	(from https://www.escuelaing.edu.co/es/donantes/)
15:10:18	7536/7536	---M--	200	added ('OK')	image/png	etag:%22820a88ad30fbe4d264dd38ca607934d3%22	https://escuelaing.s3.amazonaws.com/production/images/Group_11.original.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=0FkBw0cNnFEqai8wut%2FDDDkcy58%3D&Expires=1760817920	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Group_11.original72e9.png	(from https://www.escuelaing.edu.co/es/donantes/)
